stadium_id,stadium_name,surface,surface_raw,source_url,wikipedia_url,transfermarkt_url,notes
962,El Maulí,GRASS,"Natural grass Contact Address: Nuevo El Maulí Cl. Escultor Diego Márquez, 43 29",https://www.transfermarkt.com/antequera-cf/stadion/verein/16022,,https://www.transfermarkt.com/antequera-cf/stadion/verein/16022,transfermarkt fallback: surface mapped
964,El Palmar,GRASS,Natural grass,https://www.transfermarkt.com/atletico-sanluqueno/stadion/verein/21322,,https://www.transfermarkt.com/atletico-sanluqueno/stadion/verein/21322,transfermarkt: surface mapped
972,El Pozuelo,GRASS,Natural grass,https://www.transfermarkt.com/juventud-torremolinos-cf/stadion/verein/43454,,https://www.transfermarkt.com/juventud-torremolinos-cf/stadion/verein/43454,transfermarkt: surface mapped
956,El Prado,GRASS,Natural grass,https://www.transfermarkt.com/cf-talavera-de-la-reina/stadion/verein/47421,,https://www.transfermarkt.com/cf-talavera-de-la-reina/stadion/verein/47421,transfermarkt: surface mapped
450,El Sardinero,GRASS,Natural grass,https://www.transfermarkt.com/racing-santander/stadion/verein/630,https://en.wikipedia.org/wiki/Campos_de_Sport_de_El_Sardinero,https://www.transfermarkt.com/racing-santander/stadion/verein/630,transfermarkt: surface mapped
466,Energi Viborg Arena,GRASS,Hybrid grass,https://www.transfermarkt.com/viborg-ff/stadion/verein/1063,https://en.wikipedia.org/wiki/Viborg_Stadium,https://www.transfermarkt.com/viborg-ff/stadion/verein/1063,transfermarkt: surface mapped
67,Enrico Sannazzari,ARTIFICIAL,Artificial turf,https://www.transfermarkt.com/virtus-entella/stadion/verein/20519/saison_id/2025,https://en.wikipedia.org/wiki/Stadio_Comunale_(Chiavari),https://www.transfermarkt.com/virtus-entella/stadion/verein/20519/saison_id/2025,transfermarkt: surface mapped
303,Eryaman Stadyumu,GRASS,Hybrid grass,https://www.transfermarkt.com/genclerbirligi-ankara/stadion/verein/820,https://en.wikipedia.org/wiki/Eryaman_Stadium,https://www.transfermarkt.com/genclerbirligi-ankara/stadion/verein/820,transfermarkt: surface mapped
867,Erzgebirgsstadion,GRASS,Natural grass,https://www.transfermarkt.com/fc-erzgebirge-aue/stadion/verein/94,https://en.wikipedia.org/wiki/Eins_Erzgebirgsstadion,https://www.transfermarkt.com/fc-erzgebirge-aue/stadion/verein/94,transfermarkt: surface mapped
942,Espiñedo,GRASS,Natural grass,https://www.transfermarkt.com/cd-arenteiro/stadion/verein/58946,,https://www.transfermarkt.com/cd-arenteiro/stadion/verein/58946,transfermarkt: surface mapped
